fecha;pagina;id_aviso;fecha_primera_vista;dias_desde_primera_vista;nueva_publicacion;publicado_zonaprop_raw;fecha_publicacion_zonaprop;antiguedad_zonaprop_dias;barrio;direccion;precio_raw;moneda;expensas;m2;ambientes;dormitorios;banos;precio_m2;mascotas;balcon;cochera;terraza;pileta;parrilla;luminoso;url;imagen;texto
2026-07-01;4;59316526;2026-06-23;8;False;;;;Floresta;GAONA 4400 Floresta, Capital Federal ¡nuevo ingreso en alquiler! Espectacular 4 Ambientes al Frente en Floresta. ¿Buscás espacio, luz natural y comodidad para toda tu familia en Capital Federal? Te presentamos este;USD 1.;USD;325850.0;80;4;3;2;19;False;True;True;False;False;False;True;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin--nuevo-ingreso-en-alquiler!-espectacular-4-ambientes-59316526.html?n_src=Listado&n_pills=Lavadero&n_pg=4&n_pos=18&n_search_id=8b19e1d1-1af6-405f-a5d9-db7f99e04338;;$ 1.200.000 14% $ 325.850 Expensas 80 m² tot. 4 amb. 3 dorm. 2 baños 1 coch. GAONA 4400 Floresta, Capital Federal ¡nuevo ingreso en alquiler! Espectacular 4 Ambientes al Frente en Floresta. ¿Buscás espacio, luz natural y comodidad para toda tu familia en Capital Federal? Te presentamos este departamento único en el barrio de Floresta, destacado por su distribución funcional y sus amplios ambientes. Lo que te va a encantar de esta propiedad: ? El espacio social: Gran living comedor con salida a un hermoso balcón corrido al frente, ideal para disfrutar de una vista abierta. ? Comodidad familiar: 3 Dormitorios súper luminosos (¡todos con placard empotrado!) y 2 baños completos para la comodidad de todos. ? Servicios: Cocina independiente muy cómoda con lavadero integrado. ? Tu auto protegido: Incluye cochera cubierta propia en el edificio. Condiciones y Requisitos: Contrato por 24 meses - Ajuste trimestral por ipc. Garantía propietaria o seguro de caución + demostración de ingresos. Expensas (Ref. Abril 2026): $325. 850.  Depósito en garantía: usd 1. 000. - (Medidas orientativas). ¡El hogar que tu familia necesita en Floresta! #BurgosMoroni #Alquilercaba #Floresta #4Ambientes #ConCochera #DepartamentoFamiliar #AlquilerAlFrente #InmobiliariaZonaOeste. inmobiliaria en ramos mejia. xintel(hxm-hxm-9) WhatsApp Contactar
2026-07-01;4;58677063;2026-06-23;8;False;;;;Villa del Parque;Álvarez Jonte 2909 Villa del Parque, Capital Federal;$ 1.290.000;ARS;300000.0;110;4;3;1;11727;False;False;False;False;False;False;True;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-alvarez-jonte-2900-depto-4-ambientes-mas-dependencia-58677063.html?n_src=Listado&n_pills=Lavadero&n_pg=4&n_pos=19&n_search_id=8b19e1d1-1af6-405f-a5d9-db7f99e04338;;$ 1.290.000 $ 300.000 Expensas 110 m² tot. 4 amb. 3 dorm. 1 baño Álvarez Jonte 2909 Villa del Parque, Capital Federal Departamento 4 ambientes con dependencia, cocina con comedor diario, Gran living en L con vista al frente, orientación este, muy luminoso, 1 baño completo, 1 toilette y 1 baño de servicio, lavadero. Entrada de servicio. Excelente ubicación, av nazca y alvarez jonte. Requisitos: -D1. 000 de deposito. -Garantia propietaria de caba, o seguro de caucion respaldar. -Aumento cuatrimestral por indice ipc. -Ingresos demostrables. -Grupo familiar acorde a la unidad. -Seguro contra incendio. -No acepta mascotas. -Comisión a cargo de los propietarios. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. Matricula Nº 1589. WhatsApp Contactar
2026-07-01;4;59087652;2026-06-23;8;False;;;;Villa Devoto;LAVALLOL Villa Devoto, Capital Federal Excelente;$ 1.400.000;ARS;270000.0;80;4;3;2;17500;False;True;False;False;False;False;False;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-en-alquiler-villa-devoto-59087652.html?n_src=Listado&n_pills=Encargado&n_pg=4&n_pos=20&n_search_id=8b19e1d1-1af6-405f-a5d9-db7f99e04338;;$ 1.400.000 12% $ 270.000 Expensas 80 m² tot. 4 amb. 3 dorm. 2 baños LAVALLOL Villa Devoto, Capital Federal Excelente departamento frente, gran balcon living comedor amplio dos dormitorios con placard baño Y toilette, cocina comedor, lavadero, habitacion de servicio con placard Y baño O tercer dormitorio, todas las aberturas que dan al exterior tienen protecciontodos los ambientes tienen aparatos de luz WhatsApp Contactar
2026-07-01;4;59473397;2026-06-26;5;True;;;;Villa del Parque;Nazarre 3207 Piso 5;$ 1.200.000;ARS;400000.0;116;4;3;2;10345;False;True;False;True;False;False;False;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-en-alquiler-3-dorm.-frente-al-shopping-de-59473397.html?n_src=Listado&n_pills=Permite+mascotas&n_pg=4&n_pos=21&n_search_id=8b19e1d1-1af6-405f-a5d9-db7f99e04338;;$ 1.200.000 $ 400.000 Expensas 116 m² tot. 4 amb. 3 dorm. 2 baños Nazarre 3207 Piso 5 Departamento B Villa del Parque Villa del Parque, Capital Federal Despertar con una vista abierta y tener el shopping, la estación y el centro comercial a pasos de tu casa es un privilegio que pocos disfrutan. Este amplio departamento combina espacio, ubicación y una calidad de vida difícil de igualar. Cuenta con un cómodo living comedor, cocina pasante, tres dormitorios, dependencia de servicio con baño y todos los servicios. Uno de sus grandes protagonistas es el balcón aterrazado, ideal para disfrutar del aire libre, relajarse al final del día o compartir reuniones mientras contemplás una vista espectacular sobre la avenida principal. Ubicado frente al Shopping de Villa del Parque, a solo una cuadra de la estación de tren y en pleno centro comercial, vas a tener todo al alcance: comercios, gastronomía, transporte, bancos y servicios. Si buscás un hogar con amplitud y una ubicación privilegiada, coordiná tu visita antes de que se alquile. WhatsApp Contactar
2026-07-01;4;59263793;2026-06-24;7;False;;;;Villa Santa Rita;Tres Arroyos al 2900 Villa Santa Rita, Capital Federal Muy lindo ph de 3 dormitorios con balcón desarrollado en dos plantas, muy luminosoSe accede por escalera a un primer piso. Primera Planta: hall de entrada, baño completo, living comedor, balcón y cocina con lavadero. Segunda Planta: 3 dormitorios con placard y aires acondicionados, hall de distribución con escritorio. Expensas: $ 37. 000, - (incluye Aysa) Condiciones y requisitos para el;$ 1.250.000;ARS;37000.0;110;4;3;2;11364;True;True;False;False;False;False;True;https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-3-dorm.-en-dos-plantas-59263793.html?n_src=Listado&n_pills=Lavadero&n_pg=4&n_pos=24&n_search_id=8b19e1d1-1af6-405f-a5d9-db7f99e04338;;$ 1.250.000 $ 37.000 Expensas 110 m² tot. 4 amb. 3 dorm. 2 baños Tres Arroyos al 2900 Villa Santa Rita, Capital Federal Muy lindo ph de 3 dormitorios con balcón desarrollado en dos plantas, muy luminosoSe accede por escalera a un primer piso. Primera Planta: hall de entrada, baño completo, living comedor, balcón y cocina con lavadero. Segunda Planta: 3 dormitorios con placard y aires acondicionados, hall de distribución con escritorio. Expensas: $ 37. 000, - (incluye Aysa) Condiciones y requisitos para el alquiler: Ingresos demostrables en blanco. Garantía: Seguro de caución (aprobado al momento de la reserva) Plazo del contrato: 24 mesesAlquiler: $ 1. 250. 000, -Depósito en garantía: $ 1. 250. 000, -A la firma del contrato se abona: un mes a alquiler y el depósito en garantíaAjustes: trimestrales ipcgastos: certificación de firmas e informes a cargo del locador (propietario) Comisión inmobiliaria: a cargo del locador (propietario) Seguro hogar: a cargo del locatario (inquilino) Mascotas: no permitidasley 5859 se encuentra prohibido cobrar honorarios por la intervención de los corredores inmobiliarios y gastos de gestoría de informes a los inquilinos que sean personas físicas (si estarán a cargo de los inquilinos el costo de los mencionados informes, pero no los que deriven de los honorarios de los gestores). En los casos que el destino del inmueble sea comercial o profesional ambas partes abonan honorarios al corredor interviniente. Para los casos de alquiler de vivienda, el monto máximo de honorarios que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del contrato. -Corredores Responsables: Marcelo Madambashi | cpi 6512 | cmcpsi 6154 y Fabián Staniscia | cpi 7610 WhatsApp Contactar
2026-07-01;4;59361716;2026-06-23;8;False;;;;Caballito;Arengreen 600 Caballito, Capital Federal Corredor Responsable: Gimena Guido cpi 9619 cmcpdjlm 1103- Contacto: Irene Elisa Blanc.;$ 1.200.000;ARS;235000.0;82;4;3;2;14634;False;True;False;False;False;False;False;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-alquiler-departamento-4-ambientes-caballito-59361716.html?n_src=Listado&n_pills=Lavadero&n_pg=4&n_pos=25&n_search_id=8b19e1d1-1af6-405f-a5d9-db7f99e04338;;$ 1.200.000 $ 235.000 Expensas 82 m² tot. 4 amb. 3 dorm. 2 baños Arengreen 600 Caballito, Capital Federal Corredor Responsable: Gimena Guido cpi 9619 cmcpdjlm 1103- Contacto: Irene Elisa Blanc. departamento 4 ambientes en alquiler - caballito - capital federal. Departamento de 82 m² ubicado en una zona estratégica de Caballito, sobre calle Arengreen, a 20 metros de Honorio Pueyrredón y 200 del Cid Campeador. Emplazado en el sexto piso de un edificio de ocho niveles construido en 1979, este inmueble ofrece una distribución funcional y espacios bien aprovechados. La propiedad cuenta con cuatro ambientes distribuidos en 74 m² cubiertos, tanto el comedor como 2 de los dormitorios conectan con un balcón de 8 m² otorgando luminosidad y recreación, el tercer dormitorio posee baño independiente con ducha, el baño principal con ventana al pulmón de manzana, amplia cocina comedor, living, además cuenta con un espacio ideal para estudio y un lavadero independiente. Todas las habitaciones poseen aa. Entrada principal y de servicio. Su estado general es muy bueno, lo que garantiza una ocupación inmediata sin necesidad de inversión en reformas. La distribución permite múltiples configuraciones para quienes buscan un espacio versátil. La ubicación en Caballito representa una oportunidad para quienes valoran la conectividad, cercanía a servicios urbanos y una zona residencial consolidada de Capital Federal. Rau S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que rau S. R. L. No interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. El inmueble no es accesible para personas con discapacidades físicas. Contactar
2026-07-01;4;59289368;2026-06-23;8;False;;;;Caballito;Riglos Parque Rivadavia, Caballito Caballito Riglos y Avda j b alberdi al frente con balcon tres dormitorios con Placard otro en antecamara cocina comedor baño completo y toilette 2 entradas aire acondicionado alquilo con recibos de sueldo;$ 890.000;ARS;230000.0;90;4;3;2;9889;False;True;False;False;False;False;False;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-riglos-y-j-b-alberdi-al-frente-balcon-4-ambientes-59289368.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=4&n_pos=26&n_search_id=8b19e1d1-1af6-405f-a5d9-db7f99e04338;;$ 890.000 $ 230.000 Expensas 90 m² tot. 4 amb. 3 dorm. 2 baños Riglos Parque Rivadavia, Caballito Caballito Riglos y Avda j b alberdi al frente con balcon tres dormitorios con Placard otro en antecamara cocina comedor baño completo y toilette 2 entradas aire acondicionado alquilo con recibos de sueldo WhatsApp Contactar
2026-07-01;4;59417022;2026-06-23;8;False;;;;Caballito;"Victor Martinez al 300 Caballito, Capital Federal Ubicado en el prestigioso &quot;Barrio Inglés&quot; de Caballito, este";$ 1.700.000;ARS;500000.0;102;4;2;3;16667;False;True;True;False;False;False;True;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-caballito-zna.-barrio-ingles-p.-goyena-v.-59417022.html?n_src=Listado&n_pills=Terraza&n_pg=4&n_pos=27&n_search_id=8b19e1d1-1af6-405f-a5d9-db7f99e04338;;"$ 1.700.000 $ 500.000 Expensas 102 m² tot. 4 amb. 2 dorm. 3 baños Victor Martinez al 300 Caballito, Capital Federal Ubicado en el prestigioso &quot;Barrio Inglés&quot; de Caballito, este departamento de 4 ambientes con dependencia ofrece una combinación perfecta de espacio, comodidad y ubicación privilegiada. Con una superficie cubierta de 102 m2, este luminoso piso ha sido recientemente reciclado, proporcionando un ambiente moderno y acogedor. El amplio living de 4. 50 x 6. 20 m se abre hacia un balcón al frente de 8 x 1. 20 m, ideal para disfrutar del aire libre. El dormitorio principal, con placard, tiene vistas al frente y mide 3. 50 x 3. 50 m. Los otros dos dormitorios son de 3. 20 x 3. 20 m y 2. 80 x 3. 00 m respectivamente, ofreciendo espacio suficiente para toda la familia. La propiedad cuenta con un total de 3 baños, asegurando la comodidad de todos los residentes. La cocina y el lavadero han sido renovados a nuevo, ofreciendo instalaciones modernas. Además, cuenta con una baulera que proporciona espacio de almacenamiento adicional. Aunque no tiene cochera, el acceso al transporte público en Caballito es excelente, facilitando la movilidad en la ciudad. El edificio, de 60 años de antigüedad, cuenta con un ascensor y un palier privado, asegurando privacidad y comodidad. Los servicios incluyen agua corriente, cloacas, gas natural, electricidad y alumbrado público, garantizando un estilo de vida cómodo y moderno. Las medidas, superficies y proporciones consignadas en esta ficha son aproximadas y solo se muestran a titulo informativo. - WhatsApp Contactar"
2026-07-01;4;59004692;2026-06-23;8;False;;;;Flores;Bacacay al 2900 Flores, Capital Federal Excelente;$ 980.000;ARS;189000.0;1;4;3;3;980000;False;True;False;False;False;False;True;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-4-ambientes-con-dependencia-59004692.html?n_src=Listado&n_pills=Lavadero&n_pg=4&n_pos=28&n_search_id=8b19e1d1-1af6-405f-a5d9-db7f99e04338;;$ 980.000 $ 189.000 Expensas 1 m² tot. 4 amb. 3 dorm. 3 baños Bacacay al 2900 Flores, Capital Federal Excelente departamento 4 ambientes con dependencia al frente con 2 balcones, cocina comedor, baño, toilette. Muy Luminoso! Excelente Ubicación! En cumplimiento a la ley 5115, se informa que el inmueble no es accesible para personas con discapacidades físicas. ley 5858 - art. 5Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos que sean personas físicas. Para los casos de alquiler de vivienda, el monto máximo de comisión que se puede requerir a los propietarios será el equivalente al cuatro quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. cucicba mat. Nº 27/67 WhatsApp Contactar
2026-07-01;4;58677668;2026-06-23;8;False;;;;Floresta;Moreto 74 Floresta, Capital Federal;$ 1.200.000;ARS;170000.0;74;4;3;2;16216;False;True;True;True;False;True;True;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-4-ambientes-a-la-calle-con-balcon.-58677668.html?n_src=Listado&n_pills=Terraza&n_pg=4&n_pos=29&n_search_id=8b19e1d1-1af6-405f-a5d9-db7f99e04338;;"$ 1.200.000 $ 170.000 Expensas 74 m² tot. 4 amb. 3 dorm. 2 baños Moreto 74 Floresta, Capital Federal Departamento 4 ambientes al frente con amplio balcon. todo luz Y sol. se ingresa A un living comedor con amplio balcon- cocina independiente luminosa Y lugar para lavarropas. hall de distribucion, 3 dormitorios Y 1 baño completo Y toilette con ducha. Excelente luz Y vista abierta en todos los ambientes. Sum Y terraza con parrilla en el edificio. Entrada con rampa. Ubicado en la mejor zona de floresta, residencial tranquila Y. con todo cerca. - A metros de av. Rivadavia con varias lineas de colectivos. Cochera opcional! Consultar. Condiciones para alquiler: Alquiler mensual $ 1. 200. 000, los tres primeros meses, luego incremento trimestral por ipc acumulativo. Mas Expensas ordinarias incluye Aysa, abl, y servicios. Contrato por 24 meses. Justificación de ingresos, garantía propietaria. No se aceptan mascotas. Art. 4 de la Ley 5. 859 de C. A. B. A. ""Para los casos de alquiler de vivienda única, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias cuando el destino sea vivienda única y permanente "". - La información contenida en el presente aviso es meramente a titulo estimativo y no forma parte de ningún tipo de documentación contractual. Las medidas y superficies definitivas surgirán del título de propiedad del inmueble referido. Para mayor información comunícarse al Ver datos ( whatsapp). Demarco Operaciones Inmobiliarias. WhatsApp Contactar"
2026-07-01;4;59473125;2026-06-26;5;True;;;;Caballito;Yerbal 400 Caballito, Capital Federal 4 Ambientes con Cochera en lo Mejor de Caballito! - Súper Luminoso y Pet Friendly. Alquiler: $ 1. 500. 000 (Alquiler sin muebles) Expensas: $ 340. 000. Características Principales. Superficie: 130 m² totales (130 m² cubiertos). Disposición: Frente (Orientación Norte, luz natural garantizada todo el día). Ambientes: 4 (Gran living comedor y 3 dormitorios amplios). Baños: 3 completos (ideal para familias). Cochera: 1 cochera privada cubierta incluida. Antigüedad: 35 años (sólida construcción, impecable estado de conservación). Mascotas: ¡Muy bienvenidas! Descripción del Inmueble. Si buscás amplitud, luminosidad y una ubicación estratégica, este;$ 1.500.000;ARS;340000.0;130;4;3;3;11538;True;True;True;False;False;False;True;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-alquiler-departamento-4-ambientes-en-caballito-59473125.html?n_src=Listado&n_pills=Permite+mascotas&n_pg=4&n_pos=30&n_search_id=8b19e1d1-1af6-405f-a5d9-db7f99e04338;;$ 1.500.000 $ 340.000 Expensas 130 m² tot. 4 amb. 3 dorm. 3 baños 1 coch. Yerbal 400 Caballito, Capital Federal 4 Ambientes con Cochera en lo Mejor de Caballito! - Súper Luminoso y Pet Friendly. Alquiler: $ 1. 500. 000 (Alquiler sin muebles) Expensas: $ 340. 000. Características Principales. Superficie: 130 m² totales (130 m² cubiertos). Disposición: Frente (Orientación Norte, luz natural garantizada todo el día). Ambientes: 4 (Gran living comedor y 3 dormitorios amplios). Baños: 3 completos (ideal para familias). Cochera: 1 cochera privada cubierta incluida. Antigüedad: 35 años (sólida construcción, impecable estado de conservación). Mascotas: ¡Muy bienvenidas! Descripción del Inmueble. Si buscás amplitud, luminosidad y una ubicación estratégica, este departamento es para vos. Ubicado en el corazón de Caballito, en la zona más comercial y conectada del barrio, a tan solo pasos del nodo Av. Rivadavia y Av. Acoyte. Tendrás a disposición el Subte Línea A, innumerables líneas de colectivo y una oferta comercial y gastronómica inigualable. El departamento destaca por su excelente estado de mantenimiento y su distribución funcional: Living-comedor de gran tamaño con salida a un amplio balcón a la calle, perfecto para disfrutar de la vista abierta y la excelente orientación Norte. 3 dormitorios cómodos con muy buen espacio de guardado. 3 baños perfectamente distribuidos. Cocina independiente y funcional, con excelente ventilación. Todo el departamento es súper luminoso y se entrega en perfectas condiciones, listo para habitar. Condiciones del Alquiler. Tipo de contrato: Alquiler tradicional (2 años). Requisitos de ingreso: Únicamente con Seguro de Caución o Garantía Propietaria de caba. ¿Te interesa coordinar una visita? Dejanos tu consulta y nos comunicamos con vos a la brevedad. ¡No te pierdas la oportunidad de vivir en una de las mejores zonas de Buenos Aires! WhatsApp Contactar
